Date,Total Pos, Total Long,Total Short,Dollar PnL,Cumulative PnL,Total Market Value,Net Market Value 
19940906,303800,292600,55900,-20225,9.782e+08,1.54428e+09,9.43125e+06
19940907,261600,268500,72700,6673,9.78839e+08,1.2748e+09,8.71374e+06
19940908,261400,260600,90100,57190,9.85432e+08,1.31321e+09,8.95389e+06
19940909,223600,241600,111100,-70994,9.72697e+08,1.14021e+09,7.69424e+06
19940912,204800,231100,121000,-41978,9.66021e+08,9.80844e+08,7.08295e+06
19940913,182800,208100,138600,-12298,9.61822e+08,8.64534e+08,6.12002e+06
19940914,174600,204000,127500,14452,9.64233e+08,8.39374e+08,5.90315e+06
19940915,176700,206800,134100,66363,9.74945e+08,9.22865e+08,5.5704e+06
19940916,152900,204400,149000,-26623,9.69974e+08,7.56661e+08,4.84444e+06
19940919,153300,209700,144300,11883,9.7063e+08,8.04341e+08,4.73974e+06
19940920,101000,181100,172400,-25471,9.69365e+08,4.67543e+08,3.32104e+06
19940921,78300,164900,183100,-22600,9.69105e+08,3.6082e+08,2.52558e+06
19940922,3500,142900,227100,35205,9.7441e+08,7.19569e+07,-51774
19940923,-55600,123400,264600,28010,9.77947e+08,-2.12312e+08,-2.04023e+06
19940926,-84100,104500,273300,-17972,9.76872e+08,-4.08775e+08,-2.9774e+06
19940927,-114600,104900,283900,16425,9.77684e+08,-5.72496e+08,-3.65104e+06
19940928,-140600,112600,278300,-33271,9.71004e+08,-7.7723e+08,-3.90927e+06
19940929,-136000,110400,263700,-15878,9.66708e+08,-7.53079e+08,-3.76757e+06
19940930,-114700,131400,244800,-3188,9.67173e+08,-5.62034e+08,-2.95192e+06
19941003,-104300,135800,238700,-21786,9.67149e+08,-4.48126e+08,-2.61095e+06
19941004,-93900,138300,246000,42040,9.72014e+08,-3.6882e+08,-2.41151e+06
19941005,-138400,124700,272000,19737,9.75526e+08,-6.322e+08,-3.74674e+06
19941006,-165500,116800,291100,15523,9.76621e+08,-7.30392e+08,-4.60144e+06
19941007,-179200,112100,294400,-19314,9.74276e+08,-7.84929e+08,-4.8575e+06
19941010,-182400,106900,288500,-36503,9.70756e+08,-8.10936e+08,-5.20994e+06
19941011,-166900,116800,260000,-98260,9.58549e+08,-7.59147e+08,-4.85136e+06
19941012,-120900,147700,214400,7697,9.5953e+08,-4.95933e+08,-3.2859e+06
19941013,-32700,196000,177900,-15985,9.55422e+08,2.52852e+07,-579776
19941014,31100,239300,156800,38636,9.62037e+08,4.51589e+08,1.72305e+06
19941017,72400,267300,136600,18510,9.62602e+08,6.93909e+08,3.47461e+06
19941018,98700,280700,119300,-6126,9.60888e+08,7.99186e+08,4.26512e+06
19941019,118900,285400,112400,49988,9.70003e+08,9.58498e+08,4.9076e+06
19941020,112300,275400,115900,-7308,9.66782e+08,8.85301e+08,4.80204e+06
19941021,136900,272200,121800,-9595,9.6379e+08,9.92059e+08,5.49873e+06
19941024,120800,246900,129100,-23119,9.59056e+08,9.28234e+08,4.99788e+06
19941025,113500,225700,131600,11271,9.6248e+08,9.11208e+08,4.77608e+06
19941026,103100,214400,156200,39828,9.68747e+08,9.02151e+08,4.39302e+06
19941027,70100,213400,182100,38085,9.76265e+08,6.84326e+08,3.26566e+06
19941028,73500,218400,183700,68848,9.8832e+08,7.17332e+08,3.43524e+06
19941031,80600,228800,180300,-30200,9.812e+08,7.23911e+08,3.90369e+06
19941101,86100,228800,175800,-46221,9.71843e+08,7.18349e+08,4.15924e+06
19941102,87900,226800,169500,-32265,9.65521e+08,7.49769e+08,4.17248e+06
19941103,89800,223700,167300,2018,9.63071e+08,7.43627e+08,4.26619e+06
19941104,46700,206100,180100,-49319,9.52825e+08,4.53493e+08,2.89728e+06
19941107,26700,185400,195900,11683,9.54902e+08,3.49812e+08,2.63053e+06
19941108,23200,179000,192500,28087,9.58424e+08,3.38014e+08,2.66456e+06
19941109,26300,170300,194800,-36927,9.51378e+08,3.39735e+08,2.69672e+06
19941110,16500,157900,213400,-1764,9.50536e+08,2.31038e+08,2.3699e+06
19941111,-19500,132300,220100,-5232,9.49964e+08,6.78322e+06,1.72105e+06
19941114,-5300,131800,214800,59135,9.58188e+08,7.61023e+07,2.02631e+06
19941115,3000,146800,207800,-25095,9.52245e+08,3.25759e+07,2.08351e+06
19941116,-5400,155500,214100,15461,9.55028e+08,-5.85325e+06,1.5658e+06
19941117,-16000,151900,213400,17060,9.60176e+08,-9.52459e+07,1.22099e+06
19941118,-27400,155200,215500,21804,9.64513e+08,-9.0141e+07,1.13525e+06
19941121,-25700,161600,227900,-6526,9.63047e+08,-1.16118e+08,403719
19941122,-76100,142300,272500,25358,9.68052e+08,-3.81784e+08,-1.61027e+06
19941123,-129500,114600,302500,-12556,9.64802e+08,-6.40798e+08,-3.38792e+06
19941125,-171300,98200,322100,-74822,9.56578e+08,-8.79036e+08,-4.81416e+06
19941128,-202300,92900,335100,29108,9.5898e+08,-1.06105e+09,-5.76376e+06
19941129,-225100,86500,343000,-5850,9.58144e+08,-1.19543e+09,-6.35015e+06
19941130,-220900,101100,337500,-22160,9.54297e+08,-1.18347e+09,-6.41432e+06
19941201,-221000,101900,334400,44005,9.5861e+08,-1.19245e+09,-6.49031e+06
19941202,-220000,108500,323800,-32243,9.53529e+08,-1.21505e+09,-6.65299e+06
19941205,-210100,107600,301100,12939,9.55917e+08,-1.12104e+09,-6.40873e+06
19941206,-221800,108200,299100,32173,9.60656e+08,-1.12431e+09,-6.50409e+06
19941207,-212900,111100,300100,46617,9.66051e+08,-1.10115e+09,-6.45009e+06
19941208,-242000,104800,314100,139888,9.83569e+08,-1.18785e+09,-6.43091e+06
19941209,-278100,87900,330800,28190,9.91429e+08,-1.4458e+09,-7.03041e+06
19941212,-305900,74900,351900,-55547,9.82979e+08,-1.56782e+09,-7.48297e+06
19941213,-338000,70800,376100,-34386,9.7842e+08,-1.72418e+09,-8.34974e+06
19941214,-355800,70700,377000,-123155,9.58412e+08,-1.82472e+09,-8.77038e+06
19941215,-318100,95500,333900,-11812,9.5703e+08,-1.64354e+09,-7.28098e+06
19941216,-229000,140600,283500,-1660,9.5687e+08,-1.16251e+09,-4.92596e+06
19941219,-159000,180500,238900,20580,9.60407e+08,-8.42493e+08,-2.6065e+06
19941220,-101200,215100,202100,-9249,9.58846e+08,-5.23072e+08,-503728
19941221,-53900,223300,185300,-32677,9.55367e+08,-2.75078e+08,927778
19941222,-41800,232500,188900,9886,9.54201e+08,-2.01444e+08,1.41109e+06
19941223,-6300,244400,175900,12072,9.57692e+08,-8.70631e+07,2.46576e+06
19941227,25600,253400,167400,28897,9.63013e+08,9.16359e+07,3.63914e+06
19941228,39400,261400,155800,-7481,9.62758e+08,1.52577e+08,3.89244e+06
19941229,68800,271200,151700,-11273,9.60119e+08,3.08994e+08,4.8016e+06
19941230,101500,284100,151500,-24827,9.56325e+08,5.18065e+08,5.33349e+06
19950103,120500,283600,132400,-19769,9.50787e+08,6.30988e+08,5.61782e+06
19950104,127500,281000,131300,5760,9.56552e+08,6.87715e+08,5.8549e+06
19950105,147900,280500,119700,10836,9.56923e+08,8.12664e+08,6.36238e+06
19950106,160500,285100,118700,44788,9.64875e+08,8.74398e+08,6.52278e+06
19950109,159500,273300,109100,5307,9.6519e+08,8.58455e+08,6.0473e+06
19950110,155400,254900,129300,30788,9.68723e+08,7.86951e+08,5.76412e+06
19950111,135900,244300,135100,-8288,9.66004e+08,7.1513e+08,5.24332e+06
19950112,146200,231300,135600,15614,9.66641e+08,7.69564e+08,5.73981e+06
19950113,153100,234100,136800,21630,9.68494e+08,8.23071e+08,6.02443e+06
19950116,171500,247900,138900,47791,9.78979e+08,9.83459e+08,6.49196e+06
19950117,201400,259300,126500,23143,9.83219e+08,1.10456e+09,7.10576e+06
19950118,184500,265000,124700,-20250,9.78804e+08,1.02996e+09,6.85259e+06
19950119,207200,276700,101600,-42380,9.71289e+08,1.11428e+09,7.44802e+06
19950120,220500,289300,107500,-45258,9.62633e+08,1.19748e+09,7.43364e+06
19950123,218100,284700,119200,-24430,9.5387e+08,1.19433e+09,7.34129e+06
19950124,189600,275200,129900,58475,9.61473e+08,9.82457e+08,6.79274e+06
19950125,174500,244500,141200,18053,9.63438e+08,8.57662e+08,6.36138e+06
19950126,149300,242500,154100,-20027,9.59786e+08,7.25639e+08,5.56866e+06
19950127,150200,240000,146900,29303,9.64538e+08,7.31397e+08,5.55897e+06
19950130,138700,241600,154900,-10233,9.63677e+08,6.23716e+08,5.2263e+06
19950131,137700,257000,157700,18514,9.64714e+08,6.36466e+08,5.24391e+06
19950201,129800,239800,158400,-17448,9.61175e+08,5.8186e+08,4.74724e+06
19950202,127400,242500,156100,1654,9.6084e+08,5.74005e+08,4.3783e+06
19950203,160200,258000,159700,105280,9.76711e+08,7.75783e+08,5.05395e+06
19950206,137400,271100,161500,35457,9.80834e+08,6.57484e+08,5.18832e+06
19950207,155100,285700,130400,-31549,9.78477e+08,7.46987e+08,5.75372e+06
19950208,187800,316900,113800,-9702,9.74818e+08,9.66187e+08,6.69373e+06
19950209,223400,349800,107300,-36739,9.70949e+08,1.14041e+09,7.82505e+06
19950210,245000,366400,102500,22448,9.73878e+08,1.26648e+09,8.55781e+06
19950213,267100,364600,85400,19607,9.75396e+08,1.40572e+09,9.44643e+06
19950214,303500,384600,71700,9184,9.76471e+08,1.51143e+09,9.94434e+06
19950215,316700,385300,61300,46632,9.83529e+08,1.68723e+09,1.08182e+07
19950216,333000,390500,56000,1852,9.83789e+08,1.78204e+09,1.11465e+07
19950217,328200,377700,39600,-50214,9.77581e+08,1.74676e+09,1.09799e+07
19950221,335000,363100,33000,-14817,9.76455e+08,1.75365e+09,1.10783e+07
19950222,335700,349400,37000,32845,9.84095e+08,1.7452e+09,1.11381e+07
19950223,335200,332800,49800,37463,9.91825e+08,1.7624e+09,1.10148e+07
19950224,328500,341500,70500,28364,9.96139e+08,1.8115e+09,1.1054e+07
19950227,313700,320300,76000,-77696,9.85794e+08,1.73992e+09,1.06547e+07
19950228,311900,316700,76700,102323,1.00065e+09,1.70859e+09,1.07192e+07
19950301,317200,311300,80700,-20495,9.95908e+08,1.76828e+09,1.07605e+07
19950302,299600,289700,99500,10949,9.94116e+08,1.67657e+09,1.02471e+07
19950303,257300,268500,115100,5857,9.95808e+08,1.4949e+09,9.14657e+06
19950306,237900,262300,121300,29841,9.99866e+08,1.39944e+09,8.50677e+06
19950307,211100,237100,136200,-70537,9.87205e+08,1.2636e+09,7.7281e+06
19950308,175000,208300,149300,2242,9.92793e+08,1.15703e+09,7.14411e+06
19950309,116100,195900,178800,22101,9.94026e+08,7.45065e+08,5.93224e+06
19950310,98800,202000,188900,51524,1.00048e+09,6.83384e+08,5.48358e+06
19950313,91100,198100,189300,20465,1.00529e+09,6.08211e+08,5.26246e+06
19950314,88900,205200,180900,61977,1.01796e+09,6.02334e+08,5.29431e+06
19950315,90600,212600,173400,-13584,1.01427e+09,6.28483e+08,5.60689e+06
19950316,102700,227000,151400,13225,1.01683e+09,6.85097e+08,6.05004e+06
19950317,117400,225400,127400,9124,1.01878e+09,7.7305e+08,6.59971e+06
19950320,122400,229400,130400,27698,1.0229e+09,7.58942e+08,6.47831e+06
19950321,112800,230300,135500,-3038,1.02412e+09,7.02429e+08,6.24834e+06
19950322,101400,221200,128300,-23503,1.01848e+09,6.80974e+08,5.96978e+06
19950323,116700,233700,136700,33877,1.02395e+09,7.02954e+08,5.96152e+06
19950324,109200,242000,138700,42029,1.03332e+09,6.85235e+08,5.80752e+06
19950327,137500,244300,130400,48331,1.04119e+09,8.45378e+08,6.59465e+06
19950328,162100,254800,109400,25257,1.04632e+09,1.04989e+09,7.42386e+06
19950329,185700,264300,98700,-43713,1.03681e+09,1.18127e+09,7.87842e+06
19950330,207200,282700,83400,-50056,1.03114e+09,1.2965e+09,8.40724e+06
19950331,228000,291400,86900,-5602,1.02996e+09,1.40724e+09,8.44446e+06
19950403,238800,296600,90600,-99,1.02893e+09,1.41364e+09,8.87286e+06
19950404,218600,289900,95800,33459,1.03603e+09,1.24237e+09,8.31171e+06
19950405,259400,294200,92500,-4554,1.03632e+09,1.45655e+09,9.29429e+06
19950406,250500,286100,92900,-4268,1.03478e+09,1.42571e+09,9.03346e+06
19950407,250700,291400,99900,-10662,1.03216e+09,1.3925e+09,8.87819e+06
19950410,263700,290500,98800,17457,1.03675e+09,1.50668e+09,9.1853e+06
19950411,258300,283700,99200,-21042,1.03318e+09,1.49107e+09,9.02521e+06
19950412,265400,275000,95700,19423,1.03316e+09,1.51733e+09,9.16038e+06
19950413,239100,275700,108900,20205,1.03645e+09,1.30497e+09,9.02616e+06
19950417,214200,267600,119000,-75124,1.02647e+09,1.10888e+09,8.28225e+06
19950418,202200,259300,130300,-44142,1.01883e+09,9.76977e+08,7.90162e+06
19950419,183000,234900,140600,16826,1.02099e+09,8.75752e+08,7.44258e+06
19950420,140500,206800,164200,19775,1.02239e+09,6.88334e+08,6.30557e+06
19950421,110700,191900,189800,42984,1.02572e+09,4.95951e+08,5.37856e+06
19950424,95500,178400,193300,36101,1.0292e+09,4.3096e+08,4.9075e+06
19950425,81600,178300,197600,-6073,1.02872e+09,3.78464e+08,4.31795e+06
19950426,80800,181600,180200,26041,1.03015e+09,3.89833e+08,4.5626e+06
19950427,95400,201900,161200,-24384,1.02683e+09,4.86112e+08,4.94854e+06
19950428,112300,209500,157100,-27517,1.02643e+09,6.13231e+08,5.28884e+06
19950501,93200,191300,157000,19378,1.02553e+09,4.83442e+08,4.84728e+06
19950502,119400,200100,153700,28974,1.03147e+09,6.87738e+08,5.40084e+06
19950503,133800,221200,135900,81011,1.0425e+09,7.9007e+08,5.79126e+06
19950504,122200,232200,123800,27440,1.04586e+09,6.95846e+08,5.32252e+06
19950505,145400,250800,118100,20266,1.04956e+09,9.3765e+08,5.47662e+06
19950508,167800,268900,109700,86287,1.06296e+09,1.06223e+09,6.15194e+06
19950509,192200,284500,108400,22138,1.0687e+09,1.25046e+09,6.78e+06
19950510,205100,291800,101000,-8393,1.06827e+09,1.27077e+09,6.94299e+06
19950511,210200,303900,98200,12995,1.06814e+09,1.27003e+09,7.30468e+06
19950512,229200,308000,78300,9681,1.0709e+09,1.37882e+09,7.87677e+06
19950515,272300,328800,74500,52533,1.07841e+09,1.70923e+09,9.04314e+06
19950516,283500,330700,75500,59056,1.08834e+09,1.75523e+09,9.59508e+06
19950517,277700,328000,73500,-6606,1.08715e+09,1.70941e+09,9.34573e+06
19950518,278000,331700,73500,-145055,1.06317e+09,1.68282e+09,9.34198e+06
19950519,261800,311800,95700,-13664,1.06161e+09,1.56806e+09,8.87432e+06
19950522,251900,289900,102800,67943,1.0728e+09,1.53396e+09,8.55677e+06
19950523,249600,262300,106700,36980,1.07944e+09,1.50444e+09,8.63412e+06
19950524,228100,233400,116200,-14111,1.07507e+09,1.37018e+09,7.89102e+06
19950525,201800,229800,123200,-32399,1.0728e+09,1.24794e+09,7.26755e+06
19950526,187200,226400,125700,-115559,1.05925e+09,1.20027e+09,6.8598e+06
19950530,167300,235700,136400,6459,1.0615e+09,1.07458e+09,6.46252e+06
19950531,159200,229000,142000,78846,1.07198e+09,1.04789e+09,6.18702e+06
19950601,144700,222800,149600,52908,1.08158e+09,9.047e+08,5.86326e+06
19950602,149300,229700,142800,18273,1.08543e+09,9.36506e+08,5.87648e+06
19950605,158800,239600,133100,48093,1.09179e+09,9.91808e+08,6.25808e+06
19950606,188600,266000,115500,-611,1.08829e+09,1.10765e+09,7.03403e+06
19950607,195100,272800,102000,-57525,1.07891e+09,1.18955e+09,7.15816e+06
19950608,201100,276400,91400,-54804,1.06903e+09,1.21176e+09,7.45378e+06
19950609,234200,279000,85400,-72188,1.05744e+09,1.35601e+09,7.87784e+06
19950612,241400,276100,94400,49536,1.06528e+09,1.37418e+09,8.09859e+06
19950613,226100,267300,97100,54728,1.07255e+09,1.31161e+09,7.85229e+06
19950614,229600,259800,89800,3851,1.07309e+09,1.35008e+09,8.10028e+06
19950615,245800,261400,84400,22061,1.0786e+09,1.52421e+09,8.88533e+06
19950616,255600,268300,76000,26570,1.08374e+09,1.60904e+09,9.29295e+06
19950619,259200,263600,66000,42521,1.08907e+09,1.61416e+09,9.6543e+06
19950620,258900,275400,66500,24161,1.09269e+09,1.57417e+09,9.81917e+06
19950621,273800,283800,55600,-31376,1.08996e+09,1.71778e+09,1.0043e+07
19950622,294700,292400,53900,150158,1.11004e+09,1.81351e+09,1.09216e+07
19950623,305500,282100,63000,-63059,1.10178e+09,1.80475e+09,1.09632e+07
19950626,275700,271600,85000,-99103,1.08542e+09,1.65044e+09,1.03711e+07
19950627,257300,264800,95500,-72841,1.07538e+09,1.51375e+09,9.70245e+06
19950628,242600,249700,108900,32992,1.07948e+09,1.48571e+09,9.35238e+06
19950629,224500,231600,120400,20127,1.08163e+09,1.32442e+09,8.8953e+06
19950630,213700,213000,120900,-2333,1.08133e+09,1.2309e+09,8.25588e+06
19950703,195300,211100,128700,-19383,1.08062e+09,1.06648e+09,7.55787e+06
19950705,197000,218800,124200,44830,1.08525e+09,1.00665e+09,7.44712e+06
19950706,215100,230400,112100,128706,1.10523e+09,1.11837e+09,8.16883e+06
19950707,229300,242000,100300,98733,1.11868e+09,1.22046e+09,8.49393e+06
19950710,239800,264300,91400,34564,1.12452e+09,1.30862e+09,9.15232e+06
19950711,258000,271300,88500,-71372,1.11833e+09,1.36773e+09,9.24615e+06
19950712,244500,284400,91800,109815,1.13546e+09,1.27704e+09,9.07359e+06
19950713,238500,289600,94100,6708,1.13426e+09,1.28304e+09,8.97827e+06
19950714,239400,291500,97800,2190,1.13233e+09,1.22021e+09,8.87115e+06
19950717,225500,288700,102500,23517,1.13474e+09,1.11274e+09,8.71321e+06
19950718,232400,281700,99000,-93926,1.11899e+09,1.17719e+09,8.74313e+06
19950719,200200,269200,109000,-153800,1.09792e+09,9.47662e+08,7.55937e+06
19950720,189300,251200,121400,47591,1.10204e+09,9.10796e+08,7.51232e+06
19950721,194400,242200,126100,25221,1.10459e+09,9.4799e+08,7.40606e+06
19950724,173700,218600,138400,62730,1.11327e+09,8.61735e+08,6.4594e+06
19950725,163800,199100,141600,65356,1.12307e+09,7.97994e+08,6.08419e+06
19950726,148500,209700,139600,38519,1.12869e+09,6.37524e+08,5.57126e+06
19950727,160000,232800,116800,74387,1.1373e+09,7.67355e+08,5.81352e+06
19950728,173500,238200,97600,-19617,1.13364e+09,7.71644e+08,6.21588e+06
19950731,196300,248500,88500,-17318,1.13022e+09,9.51977e+08,6.76905e+06
19950801,194900,247300,82100,-17138,1.12794e+09,8.84496e+08,6.78005e+06
19950802,170900,247700,88700,-15397,1.12766e+09,7.9786e+08,6.4433e+06
19950803,131900,229000,114300,-8826,1.12841e+09,6.02164e+08,5.10648e+06
19950804,127500,219500,119100,21666,1.12943e+09,6.02233e+08,4.91866e+06
19950807,128800,206900,113200,38055,1.13725e+09,6.36555e+08,4.94858e+06
19950808,129900,210500,115700,15641,1.13759e+09,6.43204e+08,4.81713e+06
19950809,98800,210500,128800,18547,1.13902e+09,4.56874e+08,4.02442e+06
19950810,108600,209800,126400,-6495,1.13709e+09,4.51983e+08,3.99999e+06
19950811,100400,207800,127100,-26937,1.13436e+09,3.79562e+08,3.66372e+06
19950814,115000,208600,124400,-22369,1.13702e+09,5.04684e+08,4.2773e+06
19950815,103100,192100,136000,21347,1.13826e+09,4.11292e+08,3.81774e+06
19950816,78000,188400,142300,-27393,1.12863e+09,3.60579e+08,3.34633e+06
19950817,49800,170300,152600,-8406,1.12616e+09,1.82194e+08,2.75462e+06
19950818,71700,177600,130300,6704,1.12704e+09,3.5359e+08,3.19348e+06
19950821,75500,181400,126100,-50449,1.12413e+09,4.14801e+08,3.13541e+06
19950822,67900,182000,116300,-32133,1.11983e+09,3.59329e+08,2.72705e+06
19950823,80600,182400,110500,42683,1.12456e+09,4.51153e+08,2.87234e+06
19950824,76000,187900,105900,3563,1.12606e+09,3.98652e+08,2.57909e+06
19950825,102100,201300,94500,5434,1.12724e+09,6.25326e+08,3.17853e+06
19950828,121700,207700,99300,-10094,1.12595e+09,6.82673e+08,3.59017e+06
19950829,124400,208600,106800,457,1.12628e+09,6.98114e+08,3.75621e+06
19950830,122300,203400,117400,41413,1.13369e+09,7.18408e+08,3.52587e+06
19950831,111100,205800,116100,20390,1.1376e+09,6.55288e+08,3.29421e+06
19950901,98200,203400,114000,28946,1.14227e+09,6.1979e+08,2.93757e+06
19950905,109600,220500,108400,-30960,1.12965e+09,7.45241e+08,3.49913e+06
19950906,132600,235100,86200,44715,1.13655e+09,8.53889e+08,4.58633e+06
19950907,166400,254600,76200,-18798,1.13472e+09,1.0511e+09,6.04789e+06
19950908,199800,279800,70700,65607,1.14303e+09,1.29318e+09,7.20221e+06
19950911,230400,296900,59100,61651,1.15082e+09,1.53122e+09,8.31834e+06
19950912,242200,307000,56400,14882,1.15342e+09,1.57853e+09,8.68939e+06
19950913,252500,303800,51900,22703,1.15633e+09,1.66976e+09,9.35088e+06
19950914,249400,298200,54700,74133,1.16997e+09,1.70942e+09,9.43288e+06
19950915,303100,350300,59900,-19149,1.17167e+09,1.96486e+09,1.01839e+07
19950918,310000,347400,61900,-135792,1.14442e+09,2.01214e+09,1.04186e+07
19950919,308600,342800,61100,41444,1.15252e+09,2.02573e+09,1.04294e+07
19950920,303300,350700,76900,-1582,1.15255e+09,1.97894e+09,1.051e+07
19950921,299900,335800,75800,-43411,1.14611e+09,1.98562e+09,1.04483e+07
19950922,280100,314700,89500,-34950,1.13972e+09,1.87116e+09,9.96437e+06
19950925,293900,296200,89600,8532,1.1398e+09,1.93504e+09,9.91142e+06
19950926,244700,254100,116800,-11688,1.1399e+09,1.53955e+09,8.62803e+06
19950927,167800,195700,163200,17229,1.14269e+09,9.10834e+08,6.13607e+06
19950928,37100,190900,231300,32926,1.14946e+09,2.39482e+08,4.95781e+06
19950929,3600,185200,250000,447,1.15158e+09,3.89099e+07,3.92766e+06
19951002,-14600,179900,256000,6743,1.15377e+09,-4.93982e+07,3.19881e+06
19951003,-24000,166100,262500,61571,1.16198e+09,-5.43208e+07,3.02839e+06
19951004,-8600,176100,260300,51107,1.16878e+09,6.76857e+07,3.22178e+06
19951005,-22800,160400,267900,-15477,1.16802e+09,-3.47532e+07,2.45233e+06
19951006,-57600,153600,277900,14086,1.17111e+09,-2.15898e+08,1.40381e+06
19951009,-70400,150300,284400,82955,1.18196e+09,-3.19795e+08,1.07012e+06
19951010,-108300,136700,300700,28320,1.18534e+09,-6.35916e+08,-97594
19951011,-117800,137300,288700,-35017,1.17857e+09,-6.6108e+08,-329765
19951012,-130000,136200,286400,-29118,1.17279e+09,-7.48589e+08,-816022
19951013,-132800,138100,280400,-1128,1.17715e+09,-7.84589e+08,-917012
19951016,-120800,148000,264900,30830,1.18058e+09,-6.79235e+08,-508314
19951017,-72300,171900,250100,-16836,1.17947e+09,-3.4901e+08,1.05671e+06
19951018,-67000,174600,228200,18455,1.18247e+09,-2.96149e+08,1.1783e+06
19951019,-27500,204400,210900,110736,1.20151e+09,-7.8403e+07,2.40173e+06
19951020,-14600,205800,202300,7954,1.20238e+09,2.10827e+07,2.93168e+06
19951023,17700,221000,199500,1860,1.20555e+09,1.75656e+08,3.71141e+06
